name,price,description,stock,sku,categories,tags,weight,length,width,height
Scyther,85.00,"Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke.",,5181,"Mantis,Pokemon","Mantis,scyther,Swarm","123,5",4,4,4
Mr-mime,144.00,"Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.",,9469,"Barrier,Pokemon","Barrier,mr-mime,Soundproof","120,1",4,4,4
Starmie,176.00,Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.,,7984,"Mysterious,Pokemon","Mysterious,Natural Cure,starmie","176,4",3,3,3
Staryu,166.00,"Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.",,7802,"Pokemon,Star Shape","Natural Cure,Star Shape,staryu","76,1",2,2,2
Seaking,129.00,Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,,9260,"Goldfish,Pokemon","Goldfish,seaking,Swift Swim",86,4,4,4
Goldeen,170.00,"Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.",,3144,"Goldfish,Pokemon","goldeen,Goldfish,Swift Swim","33,1",2,2,2
Seadra,51.00,"Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.",,2148,"Dragon,Pokemon","Dragon,Poison Point,seadra","55,1",3,3,3
Horsea,154.00,"If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back.",,1885,"Dragon,Pokemon","Dragon,horsea,Swift Swim","17,6",1,1,1
Kangaskhan,164.00,"If you come across a young Kangaskhan playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you.",,7268,"Parent,Pokemon","Early Bird,kangaskhan,Parent","176,4",7,7,7
Moltres,178.00,"Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",,2571,"Flame,Pokemon","Flame,moltres,Pressure","132,3",6,6,6
Zapdos,133.00,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,,7213,"Electric,Pokemon","Electric,Pressure,zapdos",116,5,5,5
Articuno,77.00,"Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.",,6040,"Freeze,Pokemon","articuno,Freeze,Pressure","122,1",5,5,5
Snorlax,134.00,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,,9883,"Pokemon,Sleeping","Sleeping,snorlax,Thick Fat","1014,1",6,6,6
Aerodactyl,56.00,Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,,1801,"Fossil,Pokemon","aerodactyl,Fossil,Rock Head","130,1",5,5,5
Kabutops,57.00,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,,4736,"Pokemon,Shellfish","kabutops,Shellfish,Swift Swim","89,3",4,4,4
Kabuto,79.00,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",,9584,"Pokemon,Shellfish","kabuto,Shellfish,Swift Swim","25,4",1,1,1
Omastar,61.00,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",,3283,"Pokemon,Spiral","omastar,Shell Armor,Spiral","77,2",3,3,3
Omanyte,162.00,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",,4569,"Pokemon,Spiral","omanyte,Shell Armor,Spiral","16,5",1,1,1
Porygon,178.00,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,,7940,"Pokemon,Virtual","porygon,Trace,Virtual","80,5",2,2,2
Flareon,34.00,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",,8149,"Flame,Pokemon","Flame,flareon,Flash Fire","55,1",2,2,2
Jolteon,158.00,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",,4119,"Lightning,Pokemon","jolteon,Lightning,Volt Absorb",54,2,2,2
Vaporeon,147.00,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,,5437,"Bubble Jet,Pokemon","Bubble Jet,vaporeon,Water Absorb","63,9",3,3,3
Eevee,112.00,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,,3593,"Evolution,Pokemon","eevee,Evolution,Run Away","14,3",1,1,1
Ditto,75.00,"Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.",,5061,"Pokemon,Transform","ditto,Limber,Transform","8,8",1,1,1
Lapras,172.00,"People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.",,7759,"Pokemon,Transport","lapras,Transport,Water Absorb",485,8,8,8
Furret,154.00,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.",,4876,"Long Body,Pokemon","furret,Keen Eye,Long Body","71,6",5,5,5
Sentret,48.00,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",,2687,"Pokemon,Scout","Keen Eye,Scout,sentret","13,2",2,2,2
Feraligatr,183.00,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",,9344,"Big Jaw,Pokemon","Big Jaw,feraligatr,Torrent","195,8",7,7,7
Croconaw,175.00,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",,9299,"Big Jaw,Pokemon","Big Jaw,croconaw,Torrent","55,1",3,3,3
Totodile,190.00,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.",,4342,"Big Jaw,Pokemon","Big Jaw,Torrent,totodile","20,9",2,2,2
Typhlosion,191.00,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,,5228,"Pokemon,Volcano","Blaze,typhlosion,Volcano","175,3",5,5,5
Quilava,85.00,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,,6999,"Pokemon,Volcano","Blaze,quilava,Volcano","41,9",2,2,2
Cyndaquil,154.00,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",,3987,"Fire Mouse,Pokemon","Blaze,cyndaquil,Fire Mouse","17,4",1,1,1
Meganium,163.00,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",,5778,"Herb,Pokemon","Herb,meganium,Overgrow","221,6",5,5,5
Bayleef,44.00,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,,1272,"Leaf,Pokemon","bayleef,Leaf,Overgrow","34,8",3,3,3
Chikorita,127.00,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",,2657,"Leaf,Pokemon","chikorita,Leaf,Overgrow","14,1",2,2,2
Mewtwo,43.00,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.",,4630,"Genetic,Pokemon","Genetic,mewtwo,Pressure",269,6,6,6
Mew,136.00,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.",,4382,"New Species,Pokemon","mew,New Species,Synchronize","8,8",1,1,1
Dragonite,69.00,Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.,,9175,"Dragon,Pokemon","Dragon,dragonite,Inner Focus",463,7,7,7
Dragonair,57.00,Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.,,5641,"Dragon,Pokemon","Dragon,dragonair,Shed Skin","36,4",13,13,13
Dratini,94.00,Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.,,2799,"Dragon,Pokemon","Dragon,dratini,Shed Skin","7,3",5,5,5
Xatu,123.00,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.,,7616,"Mystic,Pokemon","Mystic,Synchronize,xatu","33,1",4,4,4
Togetic,69.00,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.",,9410,"Happiness,Pokemon","Happiness,Serene Grace,togetic","7,1",2,2,2
Togepi,47.00,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.",,1684,"Pokemon,Spike Ball","Serene Grace,Spike Ball,togepi","3,3",1,1,1
Cleffa,107.00,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.",,2794,"Pokemon,Star Shape","cleffa,Cute Charm,Star Shape","6,6",1,1,1
Igglybuff,189.00,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.,,2662,"Balloon,Pokemon","Balloon,Cute Charm,igglybuff","2,2",1,1,1
Pichu,193.00,"When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks.",,4987,"Pokemon,Tiny Mouse","pichu,Static,Tiny Mouse","4,4",1,1,1
Lanturn,131.00,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.",,7579,"Light,Pokemon","Illuminate,lanturn,Light","49,6",3,3,3
Crobat,195.00,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.,,6120,"Bat,Pokemon","Bat,crobat,Inner Focus","165,3",5,5,5
Chinchou,59.00,"Chinchou’s two antennas are filled with cells that generate strong electricity. This Pokémon’s cells create so much electrical power, it even makes itself tingle slightly.",,2651,"Angler,Pokemon","Angler,chinchou,Illuminate","26,5",1,1,1
Spinarak,199.00,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,,4388,"Pokemon,String Spit","spinarak,String Spit,Swarm","18,7",1,1,1
Ariados,85.00,Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,,9759,"Long Leg,Pokemon","ariados,Long Leg,Swarm","73,9",3,3,3
Ledian,136.00,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.",,1806,"Five Star,Pokemon","Five Star,ledian,Swarm","78,5",4,4,4
Ledyba,98.00,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.,,3874,"Five Star,Pokemon","Five Star,ledyba,Swarm","23,8",3,3,3
Noctowl,170.00,"Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.",,9939,"Owl,Pokemon","Keen Eye,noctowl,Owl","89,9",5,5,5
Hoothoot,48.00,"Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.",,4691,"Owl,Pokemon","hoothoot,Keen Eye,Owl","46,7",2,2,2
Wooper,98.00,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.",,4198,"Pokemon,Water Fish","Damp,Water Fish,wooper","18,7",1,1,1
Yanma,130.00,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,,8321,"Clear Wing,Pokemon","Clear Wing,Compound Eyes,yanma","83,8",3,3,3
Sunflora,33.00,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,,7947,"Pokemon,Sun","Chlorophyll,sun,sunflora","18,7",2,2,2
Sunkern,150.00,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",,4061,"Pokemon,Seed","Chlorophyll,Seed,sunkern",4,1,1,1
Aipom,182.00,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.",,8103,"Long Tail,Pokemon","aipom,Long Tail,Run Away","25,4",2,2,2
Jumpluff,107.00,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,,2168,"Cottonweed,Pokemon","Chlorophyll,Cottonweed,jumpluff","6,6",2,2,2
Skiploom,185.00,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",,2616,"Cottonweed,Pokemon","Chlorophyll,Cottonweed,skiploom","2,2",2,2,2
Hoppip,107.00,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",,1154,"Cottonweed,Pokemon","Chlorophyll,Cottonweed,hoppip","1,1",1,1,1
Politoed,193.00,"The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.",,9168,"Frog,Pokemon","Damp,Frog,politoed","74,7",3,3,3
Sudowoodo,54.00,"Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.",,1558,"Imitation,Pokemon","Imitation,Rock Head,sudowoodo","83,8",3,3,3
Azumarill,175.00,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,,9464,"Aqua Rabbit,Pokemon","Aqua Rabbit,azumarill,Thick Fat","62,8",2,2,2
Marill,127.00,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.",,4728,"Aqua Mouse,Pokemon","Aqua Mouse,marill,Thick Fat","18,7",1,1,1
Bellossom,25.00,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.",,7003,"Flower,Pokemon","bellossom,Chlorophyll,Flower","12,8",1,1,1
Ampharos,41.00,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,,2141,"Light,Pokemon","ampharos,Light,Static","135,6",4,4,4
Flaaffy,163.00,Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,,9291,"Pokemon,Wool","flaaffy,Static,Wool","29,3",2,2,2
Mareep,79.00,"Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.",,2016,"Pokemon,Wool","mareep,Static,Wool","17,2",2,2,2
Scizor,172.00,Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. This Pokémon flaps its wings to regulate its body temperature.,,9056,"Pincer,Pokemon","Pincer,scizor,Swarm","260,1",5,5,5
Shuckle,194.00,"Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.",,7903,"Mold,Pokemon","Mold,shuckle,Sturdy","45,2",2,2,2
Qwilfish,77.00,"Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.",,3335,"Balloon,Pokemon","Balloon,Poison Point,qwilfish","8,6",1,1,1
Granbull,59.00,"Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.",,7346,"Fairy,Pokemon","Fairy,granbull,Intimidate","107,4",4,4,4
Snubbull,63.00,"By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.",,3961,"Fairy,Pokemon","Fairy,Run Away,snubbull","17,2",2,2,2
Steelix,116.00,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth’s core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.,,4345,"Iron Snake,Pokemon","Iron Snake,Rock Head,steelix","881,8",30,30,30
Gligar,112.00,"Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.",,5090,"Fly Scorpion,Pokemon","Fly Scorpion,gligar,Sand Veil","142,9",3,3,3
Girafarig,99.00,"Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",,7871,"Long Neck,Pokemon","girafarig,Inner Focus,Long Neck","91,5",4,4,4
Wobbuffet,107.00,"Wobbuffet does nothing but endure attacks—it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.",,6138,"Patient,Pokemon","Patient,Shadow Tag,wobbuffet","62,8",4,4,4
Unown,198.00,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",,9561,"Pokemon,Symbol","Levitate,Symbol,unown",11,1,1,1
Misdreavus,33.00,"Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",,9272,"Pokemon,Screech","Levitate,misdreavus,Screech","2,2",2,2,2
Slowking,174.00,"Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.",,9664,"Pokemon,Royal","Oblivious,Royal,slowking","175,3",6,6,6
Murkrow,178.00,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,,2223,"Darkness,Pokemon","Darkness,Insomnia,murkrow","4,6",1,1,1
Umbreon,78.00,Umbreon evolved as a result of exposure to the moon’s waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,,4995,"Moonlight,Pokemon","Moonlight,Synchronize,umbreon","59,5",3,3,3
Espeon,177.00,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,,9676,"Pokemon,Sun","espeon,sun,Synchronize","58,4",2,2,2
Quagsire,37.00,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.",,2688,"Pokemon,Water Fish","Damp,quagsire,Water Fish","165,3",4,4,4
Kingdra,124.00,"Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokémon is said to awaken and wander about in search of prey.",,7090,"Dragon,Pokemon","Dragon,kingdra,Swift Swim","335,1",5,5,5
Houndoom,78.00,"In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.",,2081,"Dark,Pokemon","Dark,Flash Fire,houndoom","77,2",4,4,4
Houndour,144.00,Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon’s remarkable teamwork is unparalleled.,,7965,"Dark,Pokemon","Dark,Flash Fire,houndour","23,8",2,2,2
Skarmory,199.00,"Skarmory’s steel wings become tattered and bashed in from repeated battles. Once a year, the battered wings grow back completely, restoring the cutting edges to their pristine state.",,1057,"Armor Bird,Pokemon","Armor Bird,Keen Eye,skarmory","111,3",5,5,5
Mantine,114.00,"On sunny days, schools of Mantine can be seen elegantly leaping over the sea’s waves. This Pokémon is not bothered by the Remoraid that hitches rides.",,3704,"Kite,Pokemon","Kite,mantine,Water Absorb",485,6,6,6
Delibird,121.00,"Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world’s highest mountain, thanks to one of these Pokémon sharing its food.",,6280,"Delivery,Pokemon","delibird,Delivery,Vital Spirit","35,3",2,2,2
Octillery,94.00,"Octillery grabs onto its foe using its tentacles. This Pokémon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape.",,9000,"Jet,Pokemon","Jet,octillery,Sniper","62,8",2,2,2
Remoraid,122.00,"Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokémon travels downstream from rivers.",,4952,"Jet,Pokemon","Jet,remoraid,Sniper","26,5",2,2,2
Corsola,27.00,"Clusters of Corsola congregate in warm seas where they serve as ideal hiding places for smaller Pokémon. When the water temperature falls, this Pokémon migrates to the southern seas.",,5281,"Coral,Pokemon","Coral,corsola,Natural Cure",11,2,2,2
Piloswine,84.00,Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.,,4003,"Pokemon,Swine","Oblivious,piloswine,Swine",123,3,3,3
Swinub,132.00,Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.,,8647,"Pig,Pokemon","Oblivious,Pig,swinub","14,3",1,1,1
Magcargo,36.00,"Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.",,3917,"Lava,Pokemon","Flame Body,Lava,magcargo","121,3",2,2,2
Ursaring,31.00,"In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.",,7576,"Hibernator,Pokemon","Guts,Hibernator,ursaring","277,3",5,5,5
Teddiursa,173.00,This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.,,7681,"Little Bear,Pokemon","Little Bear,Pickup,teddiursa","19,4",2,2,2
Sneasel,108.00,Sneasel scales trees by punching its hooked claws into the bark. This Pokémon seeks out unguarded nests and steals eggs for food while the parents are away.,,5017,"Pokemon,Sharp Claw","Keen Eye,Sharp Claw,sneasel","61,7",2,2,2
Heracross,143.00,"Heracross has sharp claws on its feet. These are planted firmly into the ground or the bark of a tree, giving the Pokémon a secure and solid footing to forcefully fling away foes with its proud horn.",,9256,"Pokemon,Single Horn","heracross,Single Horn,Swarm",119,4,4,4
Larvitar,26.00,"Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents.",,9302,"Pokemon,Rock Skin","Guts,larvitar,Rock Skin","158,7",2,2,2
Suicune,68.00,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,,8586,"Aurora,Pokemon","Aurora,Pressure,suicune","412,3",6,6,6
Entei,27.00,Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,,9592,"Pokemon,Volcano","entei,Pressure,Volcano","436,5",6,6,6
Raikou,66.00,Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,,5989,"Pokemon,Thunder","Pressure,raikou,Thunder","392,4",6,6,6
Blissey,31.00,"Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face.",,8632,"Happiness,Pokemon","blissey,Happiness,Natural Cure","103,2",4,4,4
Miltank,26.00,Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead.,,1586,"Milk Cow,Pokemon","Milk Cow,miltank,Thick Fat","166,4",3,3,3
Magby,40.00,"Magby’s state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames.",,5864,"Live Coal,Pokemon","Flame Body,Live Coal,magby","47,2",2,2,2
Elekid,104.00,"Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself.",,5157,"Electric,Pokemon","Electric,elekid,Static","51,8",2,2,2
Smoochum,166.00,"Smoochum actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn’t become dirty.",,7637,"Kiss,Pokemon","Kiss,Oblivious,smoochum","13,2",1,1,1
Hitmontop,149.00,"Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.",,3340,"Handstand,Pokemon","Handstand,hitmontop,Intimidate","105,8",4,4,4
Tyrogue,145.00,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.",,7594,"Pokemon,Scuffle","Guts,Scuffle,tyrogue","46,3",2,2,2
Smeargle,151.00,"Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found.",,6497,"Painter,Pokemon","Painter,smeargle,Technician","127,9",3,3,3
Stantler,33.00,"Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.",,3706,"Big Horn,Pokemon","Big Horn,Intimidate,stantler",157,4,4,4
Porygon2,151.00,Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.,,4420,"Pokemon,Virtual","porygon2,Trace,Virtual","71,6",2,2,2
Donphan,89.00,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.",,3134,"Armor,Pokemon","Armor,donphan,Sturdy","264,6",3,3,3
Phanpy,129.00,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.",,7852,"Long Nose,Pokemon","Long Nose,phanpy,Pickup","73,9",1,1,1
Mightyena,175.00,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,,4220,"Bite,Pokemon","Bite,Intimidate,mightyena","81,6",3,3,3
